"site","reclass","buffer","YEAR","total_pix","km2"
"46","1","2000",2005,3415,3.0735
"46","2","2000",2005,3648,3.2832
"46","3","2000",2005,578.4,0.52056
"46","4","2000",2005,5719,5.1471
"46","5","2000",2005,162,0.1458
"46","7","2000",2005,196.6,0.17694
"46","2","400",2005,63,0.0567
"46","4","400",2005,482,0.4338
"46","1","5000",2005,73428,66.0852
"46","2","5000",2005,4331,3.8979
"46","3","5000",2005,651.6,0.58644
"46","4","5000",2005,6678,6.0102
"46","5","5000",2005,200,0.18
"46","7","5000",2005,538.4,0.48456
"46","4","200",2005,125,0.1125
"46","2","200",2005,13,0.0117
"46","3","1000",2005,125,0.1125
"46","1","1000",2006,166,0.1494
"46","2","1000",2006,1136,1.0224
"46","4","1000",2006,2002,1.8018
"46","5","1000",2006,9,0.0081
"46","1","10000",2006,310937,279.8433
"46","2","10000",2006,10277,9.2493
"46","3","10000",2006,7022,6.3198
"46","4","10000",2006,9186,8.2674
"46","5","10000",2006,200,0.18
"46","7","10000",2006,1777,1.5993
"46","1","2000",2006,3415,3.0735
"46","2","2000",2006,3648,3.2832
"46","3","2000",2006,574,0.5166
"46","4","2000",2006,5719,5.1471
"46","5","2000",2006,162,0.1458
"46","7","2000",2006,201,0.1809
"46","2","400",2006,63,0.0567
"46","4","400",2006,482,0.4338
"46","1","5000",2006,73428,66.0852
"46","2","5000",2006,4331,3.8979
"46","3","5000",2006,647,0.5823
"46","4","5000",2006,6678,6.0102
"46","5","5000",2006,200,0.18
"46","7","5000",2006,543,0.4887
"46","4","200",2006,125,0.1125
"46","2","200",2006,13,0.0117
"46","3","1000",2006,125,0.1125
"46","1","1000",2007,166,0.1494
"46","2","1000",2007,1136,1.0224
"46","4","1000",2007,2002,1.8018
"46","5","1000",2007,9,0.0081
"46","1","10000",2007,310962.6,279.86634
"46","2","10000",2007,10277,9.2493
"46","3","10000",2007,6995,6.2955
"46","4","10000",2007,9175.4,8.25786
"46","5","10000",2007,200,0.18
"46","7","10000",2007,1777,1.5993
"46","1","2000",2007,3437.4,3.09366
"46","2","2000",2007,3648,3.2832
"46","3","2000",2007,554,0.4986
"46","4","2000",2007,5716.6,5.14494
"46","5","2000",2007,162,0.1458
"46","7","2000",2007,201,0.1809
"46","2","400",2007,63,0.0567
"46","4","400",2007,482,0.4338
"46","1","5000",2007,73453.6,66.10824
"46","2","5000",2007,4331,3.8979
"46","3","5000",2007,623.8,0.56142
"46","4","5000",2007,6675.6,6.00804
"46","5","5000",2007,200,0.18
"46","7","5000",2007,543,0.4887
"46","4","200",2007,125,0.1125
"46","2","200",2007,13,0.0117
"46","3","1000",2007,125,0.1125
"46","1","1000",2008,166,0.1494
"46","2","1000",2008,1136,1.0224
"46","4","1000",2008,2002,1.8018
"46","5","1000",2008,9,0.0081
"46","1","10000",2008,310988.2,279.88938
"46","2","10000",2008,10277,9.2493
"46","3","10000",2008,6968,6.2712
"46","4","10000",2008,9164.8,8.24832
"46","5","10000",2008,200,0.18
"46","7","10000",2008,1777,1.5993
"46","1","2000",2008,3459.8,3.11382
"46","2","2000",2008,3648,3.2832
"46","3","2000",2008,534,0.4806
"46","4","2000",2008,5714.2,5.14278
"46","5","2000",2008,162,0.1458
"46","7","2000",2008,201,0.1809
"46","2","400",2008,63,0.0567
"46","4","400",2008,482,0.4338
"46","1","5000",2008,73479.2,66.13128
"46","2","5000",2008,4331,3.8979
"46","3","5000",2008,600.6,0.54054
"46","4","5000",2008,6673.2,6.00588
"46","5","5000",2008,200,0.18
"46","7","5000",2008,543,0.4887
"46","4","200",2008,125,0.1125
"46","2","200",2008,13,0.0117
"46","3","1000",2008,125,0.1125
"46","1","1000",2009,166,0.1494
"46","2","1000",2009,1136,1.0224
"46","4","1000",2009,2002,1.8018
"46","5","1000",2009,9,0.0081
"46","1","10000",2009,311013.8,279.91242
"46","2","10000",2009,10277,9.2493
"46","3","10000",2009,6941,6.2469
"46","4","10000",2009,9154.2,8.23878
"46","5","10000",2009,200,0.18
"46","7","10000",2009,1777,1.5993
"46","1","2000",2009,3482.2,3.13398
"46","2","2000",2009,3648,3.2832
"46","3","2000",2009,514,0.4626
"46","4","2000",2009,5711.8,5.14062
"46","5","2000",2009,162,0.1458
"46","7","2000",2009,201,0.1809
"46","2","400",2009,63,0.0567
"46","4","400",2009,482,0.4338
"46","1","5000",2009,73504.8,66.15432
"46","2","5000",2009,4331,3.8979
"46","3","5000",2009,577.4,0.51966
"46","4","5000",2009,6670.8,6.00372
"46","5","5000",2009,200,0.18
"46","7","5000",2009,543,0.4887
"46","4","200",2009,125,0.1125
"46","2","200",2009,13,0.0117
"46","3","1000",2009,125,0.1125
"46","1","1000",2010,166,0.1494
"46","2","1000",2010,1136,1.0224
"46","4","1000",2010,2002,1.8018
"46","5","1000",2010,9,0.0081
"46","1","10000",2010,311039.4,279.93546
"46","2","10000",2010,10277,9.2493
"46","3","10000",2010,6914,6.2226
"46","4","10000",2010,9143.6,8.22924
"46","5","10000",2010,200,0.18
"46","7","10000",2010,1777,1.5993
"46","1","2000",2010,3504.6,3.15414
"46","2","2000",2010,3648,3.2832
"46","3","2000",2010,494,0.4446
"46","4","2000",2010,5709.4,5.13846
"46","5","2000",2010,162,0.1458
"46","7","2000",2010,201,0.1809
"46","2","400",2010,63,0.0567
"46","4","400",2010,482,0.4338
"46","1","5000",2010,73530.4,66.17736
"46","2","5000",2010,4331,3.8979
"46","3","5000",2010,554.2,0.49878
"46","4","5000",2010,6668.4,6.00156
"46","5","5000",2010,200,0.18
"46","7","5000",2010,543,0.4887
"46","4","200",2010,125,0.1125
"46","2","200",2010,13,0.0117
"46","3","1000",2010,125,0.1125
"46","1","1000",2011,166,0.1494
"46","2","1000",2011,1136,1.0224
"46","4","1000",2011,2002,1.8018
"46","5","1000",2011,9,0.0081
"46","1","10000",2011,311065,279.9585
"46","2","10000",2011,10277,9.2493
"46","3","10000",2011,6887,6.1983
"46","4","10000",2011,9133,8.2197
"46","5","10000",2011,260,0.234
"46","7","10000",2011,1777,1.5993
"46","1","2000",2011,3527,3.1743
"46","2","2000",2011,3648,3.2832
"46","3","2000",2011,474,0.4266
"46","4","2000",2011,5707,5.1363
"46","5","2000",2011,162,0.1458
"46","7","2000",2011,201,0.1809
"46","2","400",2011,63,0.0567
"46","4","400",2011,482,0.4338
"46","1","5000",2011,73556,66.2004
"46","2","5000",2011,4331,3.8979
"46","3","5000",2011,531,0.4779
"46","4","5000",2011,6666,5.9994
"46","5","5000",2011,200,0.18
"46","7","5000",2011,543,0.4887
"46","4","200",2011,125,0.1125
"46","2","200",2011,13,0.0117
"46","3","1000",2011,125,0.1125
"47","1","10000",1992,5959,5.3631
"47","2","10000",1992,47053,42.3477
"47","4","10000",1992,150878,135.7902
"47","5","10000",1992,7603,6.8427
"47","6","10000",1992,129936,116.9424
"47","7","10000",1992,1262,1.1358
"47","3","10000",1992,655,0.5895
"47","2","5000",1992,13293,11.9637
"47","4","5000",1992,32323,29.0907
"47","6","5000",1992,37850,34.065
"47","1","5000",1992,708,0.6372
"47","5","5000",1992,1309,1.1781
"47","7","5000",1992,171,0.1539
"47","3","5000",1992,0,0
"47","2","1000",1992,544,0.4896
"47","4","1000",1992,230,0.207
"47","6","1000",1992,2664,2.3976
"47","2","200",1992,7,0.0063
"47","6","200",1992,90,0.081
"47","2","2000",1992,1643,1.4787
"47","4","2000",1992,2699,2.4291
"47","5","2000",1992,68,0.0612
"47","6","2000",1992,9293,8.3637
"47","7","2000",1992,24,0.0216
"47","2","400",1992,74,0.0666
"47","6","400",1992,393,0.3537
"47","4","200",1992,0,0
"47","4","400",1992,0,0
"47","1","2000",1992,0,0
"47","1","10000",1993,6032.66666666667,5.4294
"47","2","10000",1993,47171.6666666667,42.4545
"47","4","10000",1993,150891.111111111,135.802
"47","5","10000",1993,7644.11111111111,6.8797
"47","6","10000",1993,129668.666666667,116.7018
"47","7","10000",1993,1276.55555555556,1.1489
"47","3","10000",1993,661.222222222222,0.5951
"47","2","5000",1993,13274.2222222222,11.9468
"47","4","5000",1993,32367.2222222222,29.1305
"47","6","5000",1993,37808.3333333333,34.0275
"47","1","5000",1993,711.777777777778,0.6406
"47","5","5000",1993,1315.77777777778,1.1842
"47","7","5000",1993,176.666666666667,0.159
"47","3","5000",1993,0,0
"47","2","1000",1993,527.555555555556,0.4748
"47","4","1000",1993,228.555555555556,0.2057
"47","6","1000",1993,2681.88888888889,2.4137
"47","2","200",1993,6.44444444444444,0.0058
"47","6","200",1993,90.5555555555556,0.0815
"47","2","2000",1993,1621.66666666667,1.4595
"47","4","2000",1993,2712.22222222222,2.441
"47","5","2000",1993,68.5555555555556,0.0617
"47","6","2000",1993,9298.66666666667,8.3688
"47","7","2000",1993,25.8888888888889,0.0233
"47","2","400",1993,68.7777777777778,0.0619
"47","6","400",1993,398.222222222222,0.3584
"47","4","200",1993,0,0
"47","4","400",1993,0,0
"47","1","2000",1993,0,0
"47","1","10000",1994,6106.33333333333,5.4957
"47","2","10000",1994,47290.3333333333,42.5613
"47","4","10000",1994,150904.222222222,135.8138
"47","5","10000",1994,7685.22222222222,6.9167
"47","6","10000",1994,129401.333333333,116.4612
"47","7","10000",1994,1291.11111111111,1.162
"47","3","10000",1994,667.444444444444,0.6007
"47","2","5000",1994,13255.4444444444,11.9299
"47","4","5000",1994,32411.4444444444,29.1703
"47","6","5000",1994,37766.6666666667,33.99
"47","1","5000",1994,715.555555555556,0.644
"47","5","5000",1994,1322.55555555556,1.1903
"47","7","5000",1994,182.333333333333,0.1641
"47","3","5000",1994,0,0
"47","2","1000",1994,511.111111111111,0.46
"47","4","1000",1994,227.111111111111,0.2044
"47","6","1000",1994,2699.77777777778,2.4298
"47","2","200",1994,5.88888888888889,0.0053
"47","6","200",1994,91.1111111111111,0.082
"47","2","2000",1994,1600.33333333333,1.4403
"47","4","2000",1994,2725.44444444444,2.4529
"47","5","2000",1994,69.1111111111111,0.0622
"47","6","2000",1994,9304.33333333333,8.3739
"47","7","2000",1994,27.7777777777778,0.025
"47","2","400",1994,63.5555555555556,0.0572
"47","6","400",1994,403.444444444444,0.3631
"47","4","200",1994,0,0
"47","4","400",1994,0,0
"47","1","2000",1994,0,0
"47","1","10000",1995,6180,5.562
"47","2","10000",1995,47409,42.6681
"47","4","10000",1995,150917.333333333,135.8256
"47","5","10000",1995,7726.33333333333,6.9537
"47","6","10000",1995,129134,116.2206
"47","7","10000",1995,1305.66666666667,1.1751
"47","3","10000",1995,673.666666666667,0.6063
"47","2","5000",1995,13236.6666666667,11.913
"47","4","5000",1995,32455.6666666667,29.2101
"47","6","5000",1995,37725,33.9525
"47","1","5000",1995,719.333333333333,0.6474
"47","5","5000",1995,1329.33333333333,1.1964
"47","7","5000",1995,188,0.1692
"47","3","5000",1995,0,0
"47","2","1000",1995,494.666666666667,0.4452
"47","4","1000",1995,225.666666666667,0.2031
"47","6","1000",1995,2717.66666666667,2.4459
"47","2","200",1995,5.33333333333333,0.0048
"47","6","200",1995,91.6666666666667,0.0825
"47","2","2000",1995,1579,1.4211
"47","4","2000",1995,2738.66666666667,2.4648
"47","5","2000",1995,69.6666666666667,0.0627
"47","6","2000",1995,9310,8.379
"47","7","2000",1995,29.6666666666667,0.0267
"47","2","400",1995,58.3333333333333,0.0525
"47","6","400",1995,408.666666666667,0.3678
"47","4","200",1995,0,0
"47","4","400",1995,0,0
"47","1","2000",1995,0,0
"47","1","10000",1996,6253.66666666667,5.6283
"47","2","10000",1996,47527.6666666667,42.7749
"47","4","10000",1996,150930.444444444,135.8374
"47","5","10000",1996,7767.44444444444,6.9907
"47","6","10000",1996,128866.666666667,115.98
"47","7","10000",1996,1320.22222222222,1.1882
"47","3","10000",1996,679.888888888889,0.6119
"47","2","5000",1996,13217.8888888889,11.8961
"47","4","5000",1996,32499.8888888889,29.2499
"47","6","5000",1996,37683.3333333333,33.915
"47","1","5000",1996,723.111111111111,0.6508
"47","5","5000",1996,1336.11111111111,1.2025
"47","7","5000",1996,193.666666666667,0.1743
"47","3","5000",1996,0,0
"47","2","1000",1996,478.222222222222,0.4304
"47","4","1000",1996,224.222222222222,0.2018
"47","6","1000",1996,2735.55555555556,2.462
"47","2","200",1996,4.77777777777778,0.0043
"47","6","200",1996,92.2222222222222,0.083
"47","2","2000",1996,1557.66666666667,1.4019
"47","4","2000",1996,2751.88888888889,2.4767
"47","5","2000",1996,70.2222222222222,0.0632
"47","6","2000",1996,9315.66666666667,8.3841
"47","7","2000",1996,31.5555555555556,0.0284
"47","2","400",1996,53.1111111111111,0.0478
"47","6","400",1996,413.888888888889,0.3725
"47","4","200",1996,0,0
"47","4","400",1996,0,0
"47","1","2000",1996,0,0
"47","1","10000",1997,6327.33333333333,5.6946
"47","2","10000",1997,47646.3333333333,42.8817
"47","4","10000",1997,150943.555555556,135.8492
"47","5","10000",1997,7808.55555555556,7.0277
"47","6","10000",1997,128599.333333333,115.7394
"47","7","10000",1997,1334.77777777778,1.2013
"47","3","10000",1997,686.111111111111,0.6175
"47","2","5000",1997,13199.1111111111,11.8792
"47","4","5000",1997,32544.1111111111,29.2897
"47","6","5000",1997,37641.6666666667,33.8775
"47","1","5000",1997,726.888888888889,0.6542
"47","5","5000",1997,1342.88888888889,1.2086
"47","7","5000",1997,199.333333333333,0.1794
"47","3","5000",1997,0,0
"47","2","1000",1997,461.777777777778,0.4156
"47","4","1000",1997,222.777777777778,0.2005
"47","6","1000",1997,2753.44444444444,2.4781
"47","2","200",1997,4.22222222222222,0.0038
"47","6","200",1997,92.7777777777778,0.0835
"47","2","2000",1997,1536.33333333333,1.3827
"47","4","2000",1997,2765.11111111111,2.4886
"47","5","2000",1997,70.7777777777778,0.0637
"47","6","2000",1997,9321.33333333333,8.3892
"47","7","2000",1997,33.4444444444444,0.0301
"47","2","400",1997,47.8888888888889,0.0431
"47","6","400",1997,419.111111111111,0.3772
"47","4","200",1997,0,0
"47","4","400",1997,0,0
"47","1","2000",1997,0,0
"47","1","10000",1998,6401,5.7609
"47","2","10000",1998,47765,42.9885
"47","4","10000",1998,150956.666666667,135.861
"47","5","10000",1998,7849.66666666667,7.0647
"47","6","10000",1998,128332,115.4988
"47","7","10000",1998,1349.33333333333,1.2144
"47","3","10000",1998,692.333333333333,0.6231
"47","2","5000",1998,13180.3333333333,11.8623
"47","4","5000",1998,32588.3333333333,29.3295
"47","6","5000",1998,37600,33.84
"47","1","5000",1998,730.666666666667,0.6576
"47","5","5000",1998,1349.66666666667,1.2147
"47","7","5000",1998,205,0.1845
"47","3","5000",1998,0,0
"47","2","1000",1998,445.333333333333,0.4008
"47","4","1000",1998,221.333333333333,0.1992
"47","6","1000",1998,2771.33333333333,2.4942
"47","2","200",1998,3.66666666666667,0.0033
"47","6","200",1998,93.3333333333333,0.084
"47","2","2000",1998,1515,1.3635
"47","4","2000",1998,2778.33333333333,2.5005
"47","5","2000",1998,71.3333333333333,0.0642
"47","6","2000",1998,9327,8.3943
"47","7","2000",1998,35.3333333333333,0.0318
"47","2","400",1998,42.6666666666667,0.0384
"47","6","400",1998,424.333333333333,0.3819
"47","4","200",1998,0,0
"47","4","400",1998,0,0
"47","1","2000",1998,0,0
"47","1","10000",1999,6474.66666666667,5.8272
"47","2","10000",1999,47883.6666666667,43.0953
"47","4","10000",1999,150969.777777778,135.8728
"47","5","10000",1999,7890.77777777778,7.1017
"47","6","10000",1999,128064.666666667,115.2582
"47","7","10000",1999,1363.88888888889,1.2275
"47","3","10000",1999,698.555555555556,0.6287
"47","2","5000",1999,13161.5555555556,11.8454
"47","4","5000",1999,32632.5555555556,29.3693
"47","6","5000",1999,37558.3333333333,33.8025
"47","1","5000",1999,734.444444444444,0.661
"47","5","5000",1999,1356.44444444444,1.2208
"47","7","5000",1999,210.666666666667,0.1896
"47","3","5000",1999,0,0
"47","2","1000",1999,428.888888888889,0.386
"47","4","1000",1999,219.888888888889,0.1979
"47","6","1000",1999,2789.22222222222,2.5103
"47","2","200",1999,3.11111111111111,0.0028
"47","6","200",1999,93.8888888888889,0.0845
"47","2","2000",1999,1493.66666666667,1.3443
"47","4","2000",1999,2791.55555555556,2.5124
"47","5","2000",1999,71.8888888888889,0.0647
"47","6","2000",1999,9332.66666666667,8.3994
"47","7","2000",1999,37.2222222222222,0.0335
"47","2","400",1999,37.4444444444444,0.0337
"47","6","400",1999,429.555555555556,0.3866
"47","4","200",1999,0,0
"47","4","400",1999,0,0
"47","1","2000",1999,0,0
"47","1","10000",2000,6548.33333333333,5.8935
"47","2","10000",2000,48002.3333333333,43.2021
"47","4","10000",2000,150982.888888889,135.8846
"47","5","10000",2000,7931.88888888889,7.1387
"47","6","10000",2000,127797.333333333,115.0176
"47","7","10000",2000,1378.44444444444,1.2406
"47","3","10000",2000,704.777777777778,0.6343
"47","2","5000",2000,13142.7777777778,11.8285
"47","4","5000",2000,32676.7777777778,29.4091
"47","6","5000",2000,37516.6666666667,33.765
"47","1","5000",2000,738.222222222222,0.6644
"47","5","5000",2000,1363.22222222222,1.2269
"47","7","5000",2000,216.333333333333,0.1947
"47","3","5000",2000,0,0
"47","2","1000",2000,412.444444444444,0.3712
"47","4","1000",2000,218.444444444444,0.1966
"47","6","1000",2000,2807.11111111111,2.5264
"47","2","200",2000,2.55555555555556,0.0023
"47","6","200",2000,94.4444444444444,0.085
"47","2","2000",2000,1472.33333333333,1.3251
"47","4","2000",2000,2804.77777777778,2.5243
"47","5","2000",2000,72.4444444444444,0.0652
"47","6","2000",2000,9338.33333333333,8.4045
"47","7","2000",2000,39.1111111111111,0.0352
"47","2","400",2000,32.2222222222222,0.029
"47","6","400",2000,434.777777777778,0.3913
"47","4","200",2000,0,0
"47","4","400",2000,0,0
"47","1","2000",2000,0,0
"47","1","10000",2001,6627,5.9643
"47","2","10000",2001,48121,43.3089
"47","4","10000",2001,150996,135.8964
"47","5","10000",2001,7973,7.1757
"47","6","10000",2001,127530,114.777
"47","7","10000",2001,1427,1.2843
"47","3","10000",2001,718,0.6462
"47","2","5000",2001,13124,11.8116
"47","4","5000",2001,32721,29.4489
"47","6","5000",2001,37475,33.7275
"47","1","5000",2001,754,0.6786
"47","5","5000",2001,1492,1.3428
"47","7","5000",2001,228,0.2052
"47","3","5000",2001,35,0.0315
"47","2","1000",2001,396,0.3564
"47","4","1000",2001,217,0.1953
"47","6","1000",2001,2825,2.5425
"47","2","200",2001,2,0.0018
"47","6","200",2001,95,0.0855
"47","2","2000",2001,1451,1.3059
"47","4","2000",2001,2818,2.5362
"47","5","2000",2001,73,0.0657
"47","6","2000",2001,9344,8.4096
"47","7","2000",2001,41,0.0369
"47","2","400",2001,27,0.0243
"47","6","400",2001,440,0.396
"47","4","200",2001,39,0.0351
"47","4","400",2001,84,0.0756
"47","1","2000",2001,17,0.0153
"47","1","10000",2002,6627.8,5.96502
"47","2","10000",2002,48429.2,43.58628
"47","4","10000",2002,150946.4,135.85176
"47","5","10000",2002,7973,7.1757
"47","6","10000",2002,127273.4,114.54606
"47","7","10000",2002,1424.2,1.28178
"47","3","10000",2002,718,0.6462
"47","2","5000",2002,13206,11.8854
"47","4","5000",2002,32704.4,29.43396
"47","6","5000",2002,37409.6,33.66864
"47","1","5000",2002,754,0.6786
"47","5","5000",2002,1492,1.3428
"47","7","5000",2002,228,0.2052
"47","3","5000",2002,35,0.0315
"47","2","1000",2002,396,0.3564
"47","4","1000",2002,217,0.1953
"47","6","1000",2002,2825,2.5425
"47","2","200",2002,2,0.0018
"47","6","200",2002,95,0.0855
"47","2","2000",2002,1451,1.3059
"47","4","2000",2002,2818,2.5362
"47","5","2000",2002,73,0.0657
"47","6","2000",2002,9344,8.4096
"47","7","2000",2002,41,0.0369
"47","2","400",2002,27,0.0243
"47","6","400",2002,440,0.396
"47","4","200",2002,39,0.0351
"47","4","400",2002,84,0.0756
"47","1","2000",2002,17,0.0153
"47","1","10000",2003,6628.6,5.96574
"47","2","10000",2003,48737.4,43.86366
"47","4","10000",2003,150896.8,135.80712
"47","5","10000",2003,7973,7.1757
"47","6","10000",2003,127016.8,114.31512
"47","7","10000",2003,1421.4,1.27926
"47","3","10000",2003,718,0.6462
"47","2","5000",2003,13288,11.9592
"47","4","5000",2003,32687.8,29.41902
"47","6","5000",2003,37344.2,33.60978
"47","1","5000",2003,754,0.6786
"47","5","5000",2003,1492,1.3428
"47","7","5000",2003,228,0.2052
"47","3","5000",2003,35,0.0315
"47","2","1000",2003,396,0.3564
"47","4","1000",2003,217,0.1953
"47","6","1000",2003,2825,2.5425
"47","2","200",2003,2,0.0018
"47","6","200",2003,95,0.0855
"47","2","2000",2003,1451,1.3059
"47","4","2000",2003,2818,2.5362
"47","5","2000",2003,73,0.0657
"47","6","2000",2003,9344,8.4096
"47","7","2000",2003,41,0.0369
"47","2","400",2003,27,0.0243
"47","6","400",2003,440,0.396
"47","4","200",2003,39,0.0351
"47","4","400",2003,84,0.0756
"47","1","2000",2003,17,0.0153
"47","1","10000",2004,6629.4,5.96646
"47","2","10000",2004,49045.6,44.14104
"47","4","10000",2004,150847.2,135.76248
"47","5","10000",2004,7973,7.1757
"47","6","10000",2004,126760.2,114.08418
"47","7","10000",2004,1418.6,1.27674
"47","3","10000",2004,718,0.6462
"47","2","5000",2004,13370,12.033
"47","4","5000",2004,32671.2,29.40408
"47","6","5000",2004,37278.8,33.55092
"47","1","5000",2004,754,0.6786
"47","5","5000",2004,1492,1.3428
"47","7","5000",2004,228,0.2052
"47","3","5000",2004,35,0.0315
"47","2","1000",2004,396,0.3564
"47","4","1000",2004,217,0.1953
"47","6","1000",2004,2825,2.5425
"47","2","200",2004,2,0.0018
"47","6","200",2004,95,0.0855
"47","2","2000",2004,1451,1.3059
"47","4","2000",2004,2818,2.5362
"47","5","2000",2004,73,0.0657
"47","6","2000",2004,9344,8.4096
"47","7","2000",2004,41,0.0369
"47","2","400",2004,27,0.0243
"47","6","400",2004,440,0.396
"47","4","200",2004,39,0.0351
"47","4","400",2004,84,0.0756
"47","1","2000",2004,17,0.0153
"47","1","10000",2005,6630.2,5.96718
"47","2","10000",2005,49353.8,44.41842
"47","4","10000",2005,150797.6,135.71784
"47","5","10000",2005,7973,7.1757
"47","6","10000",2005,126503.6,113.85324
"47","7","10000",2005,1415.8,1.27422
"47","3","10000",2005,718,0.6462
"47","2","5000",2005,13452,12.1068
"47","4","5000",2005,32654.6,29.38914
"47","6","5000",2005,37213.4,33.49206
"47","1","5000",2005,754,0.6786
"47","5","5000",2005,1492,1.3428
"47","7","5000",2005,228,0.2052
"47","3","5000",2005,35,0.0315
"47","2","1000",2005,396,0.3564
"47","4","1000",2005,217,0.1953
"47","6","1000",2005,2825,2.5425
"47","2","200",2005,2,0.0018
"47","6","200",2005,95,0.0855
"47","2","2000",2005,1451,1.3059
"47","4","2000",2005,2818,2.5362
"47","5","2000",2005,73,0.0657
"47","6","2000",2005,9344,8.4096
"47","7","2000",2005,41,0.0369
"47","2","400",2005,27,0.0243
"47","6","400",2005,440,0.396
"47","4","200",2005,39,0.0351
"47","4","400",2005,84,0.0756
"47","1","2000",2005,17,0.0153
"47","1","10000",2006,6631,5.9679
"47","2","10000",2006,49662,44.6958
"47","4","10000",2006,150748,135.6732
"47","5","10000",2006,7973,7.1757
"47","6","10000",2006,126247,113.6223
"47","7","10000",2006,1413,1.2717
"47","3","10000",2006,718,0.6462
"47","2","5000",2006,13534,12.1806
"47","4","5000",2006,32638,29.3742
"47","6","5000",2006,37148,33.4332
"47","1","5000",2006,754,0.6786
"47","5","5000",2006,1492,1.3428
"47","7","5000",2006,228,0.2052
"47","3","5000",2006,35,0.0315
"47","2","1000",2006,396,0.3564
"47","4","1000",2006,217,0.1953
"47","6","1000",2006,2825,2.5425
"47","2","200",2006,2,0.0018
"47","6","200",2006,95,0.0855
"47","2","2000",2006,1451,1.3059
"47","4","2000",2006,2818,2.5362
"47","5","2000",2006,73,0.0657
"47","6","2000",2006,9344,8.4096
"47","7","2000",2006,41,0.0369
"47","2","400",2006,27,0.0243
"47","6","400",2006,440,0.396
"47","4","200",2006,39,0.0351
"47","4","400",2006,84,0.0756
"47","1","2000",2006,17,0.0153
"47","1","10000",2007,6644.4,5.97996
"47","2","10000",2007,49826.6,44.84394
"47","4","10000",2007,150688.4,135.61956
"47","5","10000",2007,8015.6,7.21404
"47","6","10000",2007,126061.4,113.45526
"47","7","10000",2007,1411.6,1.27044
"47","3","10000",2007,737.4,0.66366
"47","2","5000",2007,13605.2,12.24468
"47","4","5000",2007,32645.4,29.38086
"47","6","5000",2007,37067.6,33.36084
"47","1","5000",2007,754,0.6786
"47","5","5000",2007,1487.2,1.33848
"47","7","5000",2007,228,0.2052
"47","3","5000",2007,35,0.0315
"47","2","1000",2007,396,0.3564
"47","4","1000",2007,217,0.1953
"47","6","1000",2007,2825,2.5425
"47","2","200",2007,2,0.0018
"47","6","200",2007,95,0.0855
"47","2","2000",2007,1451,1.3059
"47","4","2000",2007,2833.2,2.54988
"47","5","2000",2007,73,0.0657
"47","6","2000",2007,9328.8,8.39592
"47","7","2000",2007,41,0.0369
"47","2","400",2007,27,0.0243
"47","6","400",2007,440,0.396
"47","4","200",2007,39,0.0351
"47","4","400",2007,84,0.0756
"47","1","2000",2007,17,0.0153
"47","1","10000",2008,6657.8,5.99202
"47","2","10000",2008,49991.2,44.99208
"47","4","10000",2008,150628.8,135.56592
"47","5","10000",2008,8058.2,7.25238
"47","6","10000",2008,125875.8,113.28822
"47","7","10000",2008,1410.2,1.26918
"47","3","10000",2008,756.8,0.68112
"47","2","5000",2008,13676.4,12.30876
"47","4","5000",2008,32652.8,29.38752
"47","6","5000",2008,36987.2,33.28848
"47","1","5000",2008,754,0.6786
"47","5","5000",2008,1482.4,1.33416
"47","7","5000",2008,228,0.2052
"47","3","5000",2008,35,0.0315
"47","2","1000",2008,396,0.3564
"47","4","1000",2008,217,0.1953
"47","6","1000",2008,2825,2.5425
"47","2","200",2008,2,0.0018
"47","6","200",2008,95,0.0855
"47","2","2000",2008,1451,1.3059
"47","4","2000",2008,2848.4,2.56356
"47","5","2000",2008,73,0.0657
"47","6","2000",2008,9313.6,8.38224
"47","7","2000",2008,41,0.0369
"47","2","400",2008,27,0.0243
"47","6","400",2008,440,0.396
"47","4","200",2008,39,0.0351
"47","4","400",2008,84,0.0756
"47","1","2000",2008,17,0.0153
"47","1","10000",2009,6671.2,6.00408
"47","2","10000",2009,50155.8,45.14022
"47","4","10000",2009,150569.2,135.51228
"47","5","10000",2009,8100.8,7.29072
"47","6","10000",2009,125690.2,113.12118
"47","7","10000",2009,1408.8,1.26792
"47","3","10000",2009,776.2,0.69858
"47","2","5000",2009,13747.6,12.37284
"47","4","5000",2009,32660.2,29.39418
"47","6","5000",2009,36906.8,33.21612
"47","1","5000",2009,754,0.6786
"47","5","5000",2009,1477.6,1.32984
"47","7","5000",2009,228,0.2052
"47","3","5000",2009,35,0.0315
"47","2","1000",2009,396,0.3564
"47","4","1000",2009,217,0.1953
"47","6","1000",2009,2825,2.5425
"47","2","200",2009,2,0.0018
"47","6","200",2009,95,0.0855
"47","2","2000",2009,1451,1.3059
"47","4","2000",2009,2863.6,2.57724
"47","5","2000",2009,73,0.0657
"47","6","2000",2009,9298.4,8.36856
"47","7","2000",2009,41,0.0369
"47","2","400",2009,27,0.0243
"47","6","400",2009,440,0.396
"47","4","200",2009,39,0.0351
"47","4","400",2009,84,0.0756
"47","1","2000",2009,17,0.0153
"47","1","10000",2010,6684.6,6.01614
"47","2","10000",2010,50320.4,45.28836
"47","4","10000",2010,150509.6,135.45864
"47","5","10000",2010,8143.4,7.32906
"47","6","10000",2010,125504.6,112.95414
"47","7","10000",2010,1407.4,1.26666
"47","3","10000",2010,795.6,0.71604
